"AlternateTitle","FileIdentifier","Title","Abstract","TopicCategory","Keywords","TemporalExtentBegin","TemporalExtentEnd","DatasetReferenceDate","AdditionalInformationSource","Lineage","DataFormat","ResponsibleOrganisationName","ResponsibleOrganisationEmail","ResponsibleOrganisationRole","LimitationsOnPublicAccess","UseConstraints","SpatialReferenceSystem","Resolution","MetadataDate","MetadataLanguage","MetadataPOCName","MetadataPOCEmail","MetadataPOCRole","ResourceLocator","ResourceType","BBoxNorth","BBoxSouth","BBoxEast","BBoxWest","Path","JNCCReferenceManagerCode","Notes"
"GB001071","","Thames 2100 project data","Data that contributed to the MB0102 Task 2I English intertidal habitats dataset. ","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001071""}, {""OriginalSeabedClassificationSystem"", ""EUNIS""}, {""SeabedMapStatus"", ""Do not show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement not required - not shown on MESH webGIS""}","","","2010-08-31",,"Classification system details: Level 3. Associated datasets: GB001080","Geographic Information System","Environment Agency","xwebmaster@environment-agency.gov.uk","originator","Data Provider Agreement not required - not shown on MESH webGIS","Derived data are freely available via DASSH. All reference should be made to Crown Copyright - Defra - MB0102.",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001071&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","51.43220","51.27430","1.019870","0.832451","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001071",,"Data received as part of GB001080. Confidence score in MB0102 report"
"GB001072","","Intertidal mudflat layer for England","Intertidal mudflats around England. Data  that contributed to the MB0102 Task 2I English intertidal habitats dataset.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001072""}, {""OriginalSeabedClassificationSystem"", ""EUNIS""}, {""SeabedMapStatus"", ""Do not show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","2003-01-01","2003-12-31","2003-12-31",,"Classification system details: Level 3. Associated datasets: GB000321; GB001080","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Derived data are freely available via DASSH. All reference should be made to Crown Copyright - Defra - MB0102.",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001072&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","56.21542","49.99154","1.946355","-6.240944","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001072",,"File originally collated as part of the OSPAR Mapping contract by Seascope Ltd. File prepared for NBN exchange format in OSPAR directory. Original GUI = ""GB000321"" but MB0102 2I Defra contract re-GUIed it to GB001072. Confidence score in MB0102 report"
"GB001092","","Survey of the Subtidal Sediments of the Solent Maritime SAC","Emu Limited was commissioned by Natural England to carry out an acoustic and ecological survey of the subtidal zone (areas below the Mean Low Water mark) within the Solent Maritime Special Area of Conservation (SAC). The remit of the survey was to produce data and maps characterising the overall subtidal seabed surface topography, surface sediment composition and the main subtidal biotopes which fall within the Solent Maritime SAC’s designated boundaries using rapid field assessment techniques with the minimal environmental impact.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001092""}, {""reference-manager-code"", ""to be filed""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Single beam echo sounder""}, {""SeabedSurveyTechnique"", ""side scan sonar""}, {""SeabedSurveyTechnique"", ""grabs""}, {""SeabedSurveyTechnique"", ""dredges""}, {""SeabedSurveyTechnique"", ""towed video""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment re","2006-08-18","2006-09-30","2010-11-30","Emu Limited. 2007. Survey of the Subtidal Sediments of the Solent Maritime SAC. Unpublished report to Natural England, Lyndhurst.","Classification system details: version 04.05. Survey technique details: Van Veen grab; Naturalist Dredging","Geographic Information System","Natural England","x","originator","Data Provider Agreement required","Data available for non-commercial use; contact the data owner","http://www.opengis.net/def/crs/EPSG/0/32630",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001092&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","50.93435","50.68586","-0.833738","-1.534408","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001092","to be filed",
"GB001102","","Stour, Orwell and Harwich approaches benthos","Biotope map produced by Unicomarine for Harwich Haven Authority. It is based on previous surveys and the results of the 2003 Shipek grab surveys of the Harwich approaches.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001102""}, {""reference-manager-code"", ""to be filed""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","2003-07-14","2003-08-18","2005-11-30","Worsfold, T. M. (2005). ""Stour, Orwell and Harwich approaches benthos: review of data commissioned by Harwich Haven Authority, biotope distribution update and preliminary review of current knowledge for the area."" Unicomarine report HHABiot05 to Harwich H","Survey technique details: 0.04m2 Shipek grabs","Geographic Information System","Harwich Haven Authority ","x","originator","","Data available for non-commercial use","http://www.opengis.net/def/crs/EPSG/0/4326",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001102&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","52.11188","51.74170","1.930196","0.966395","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001102","to be filed",
"GB001103","","Teesmouth and Cleveland coast EMS Rocky Shore Survey 2010","The purpose of this study was to re-survey six locations on the rocky shore within the Teesmouth and Cleveland Coast European Marine Site which had originally been surveyed in November 2003 in order to make an assessment of these habitats as a food resource for shorebirds. The original survey also provided data on the biotope composition and biodiversity of the site in order to inform Natural England on the status of the large shallow inlets and bays feature of the site.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001103""}, {""reference-manager-code"", ""to be filed""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""SeabedSurveyTechnique"", ""Aerial photography""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","2010-07-04","2010-07-27","2011-01-26","Envision (?) ""Teesmouth and Cleveland Coast European Marine Site Rocky Shore Survey 2010"". Report for Natural England.","","Geographic Information System","Natural England","x","originator","","Data available for non-commercial use","http://www.opengis.net/def/crs/EPSG/0/27700",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001103&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.70695","54.59500","-1.044064","-1.203131","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001103","to be filed",
"GB001104","","Berwickshire and North Northumberland EMS Mudflats and Shallow Inlets and Bays survey","Four sites on the Berwickshire and North Northumberland European Marine Site were surveyed in order to assess the condition of intertidal sand and mud flats and establish a baseline for characterisation and future monitoring of the large shallow inlets and bays feature of the site. Embleton Bay and Beadnell Bay are moderately exposed bays on the open coast whilst Budle Bay and Fenham Flats are more sheltered with finer sediment.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001104""}, {""reference-manager-code"", ""to be filed""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""SeabedSurveyTechnique"", ""Single beam echo sounder""}, {""SeabedSurveyTechnique"", ""Drop camera""}, {""SeabedSurveyTechnique"", ""Aerial photography""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}","2010-01-01","2010-12-31","2011-01-21","Foster-Smith, B., Foster-Smith J. and Benson, A. (2011). ""Berwickshire and North Northumberland European Marine Site Survey of the Intertidal Sand and Mud flats, Characterisation of the Large Shallow Inlets and Bays"". Report for Natural England by Envisio","","Geographic Information System","Natural England","x","originator","","Data available for non-commercial use","http://www.opengis.net/def/crs/EPSG/0/27700",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001104&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","55.70930","55.48851","-1.574575","-1.880773","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001104","to be filed",
"GB001106","","CCO Ramsgate to Dungeness","Within the last 5 years, widespread uptake of multi-beam sonar technology within the offshore survey industry has meant that swath bathymetry is becoming economic even within the nearshore region. As a result, the Southeast Strategic Regional Coastal Monitoring Programme has been able to upgrade their single-beam bathymetric surveys to achieve 100% seafloor coverage to IHO Order 1a standard through collaboration with the Maritime and Coastguard Agency’s Civil Hydrography Programme. Although the main purpose is to survey the bathymetry of the seabed, the full coverage bathymetry combined with acoustic backscatter information collected during the swath bathymetry survey can be integrated with ground-truthing information to produce a series of detailed maps.","environment","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001106""}, {""reference-manager-code"", ""to be filed""}, {""SeabedSurveyPurpose"", ""Coastal monitoring""}, {""SeabedSurveyTechnique"", ""Multibeam echosounder""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""SeabedSurveyTechnique"", ""Cores""}, {""OriginalSeabedClassificationSystem"", ""EUNIS""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment required""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","2010-01-01","2010-12-31","2011-07-31","Kinnear, R. (2011). Seabed Mapping Ramsgate to Dungeness: Summary Report. Southeast Strategic Regional Coastal Monitoring Programme Reference: TR35. 31 July 2011.
","Classification system details: level 3. Survey technique details: 100% multibeam coverage, collected to IHO 1a standard; Seasearch diver survey; a single BGS core sample","Geographic Information System","Channel Coast Observatory","x","originator","","Open Government Licence for public sector information",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001106&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","51.34500","50.85288","1.527782","0.959998","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001106","to be filed",
"GB001110","","North Sea EUNIS habitat map interpretation for Civil Hydrography Programme survey areas HI1153 (Baymans Hole to Dunbar) and HI1083 (Eastern approaches to the Firth of Forth)","A map of EUNIS habitats derived from seabed substrate map and EUSeaMap modelled data including wave base and kinetic energy (wave and current) at the seabed","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001110""}, {""SeabedSurveyTechnique"", ""Multibeam echo scounder""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Model""}, {""OriginalSeabedClassificationSystem"", ""EUNIS""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment complete""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","1960-01-01","2008-03-08","","Diesing, M., Stephens, D., Curtis, M., 2012. Processing and interpretation of multibeam backscatter data for Marine Conservation Zones. Work Package 2: Data Analysis. Cefas contract report C5434, 32pp.","Classification system details: version 2007-11. Survey technique details: CHP full coverage multibeam; BGS PSA samples; EUSeaMap wave base and energy layers","Geographic Information System",,"x","originator","","Data is freely available for research providing that the originators are acknowledged in any publications produced.","http://www.opengis.net/def/crs/EPSG/0/4326",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001110&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","56.63561","54.77526","0.592418","-1.380921","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001110",,"Produced by Cefas through Backscatter PoA. Report: Z:\Marine\072_Monitoring&Mapping\_Mgmt\Partnership Arrangements\Cefas\CefasPartnership_PoAs\2011_12_PoA_A_MCZ_MultibeamBackscatterProcessing\"
"GB001115","","Haig Fras habitat map - EUNIS and Annex I Reef","The result of a multidisciplinary field survey of the Haig Fras SAC which was initiated in January and completed during March/April 2011. The current study was initiated to investigate the extent of Annex I reef habitat at Haig Fras. Cefas and JNCC collected full-coverage multibeam bathymetric and backscatter data and associated ground-truthing data. This data has been analysed to update the extent of the Annex I reef and produce a broadscale habitat map. Seven biotopes were identified from drop camera transects with the predominant biotope characterised by Devonshire cup corals, sponges and crustose communities on wave-exposed circalittoral rock. The broadscale habitat map indicates the presence of four main biotopes; high energy circalittoral rock, moderate energy circalittoral rock, deep circalittoral coarse sediment and deep circalittoral sand.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001115""}, {""SeabedSurveyTechnique"", ""Multibeam echo sounder""}, {""SeabedSurveyTechnique"", ""Drop camera""}, {""OriginalSeabedClassificationSystem"", ""EUNIS""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment required""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","2011-01-20","2011-03-31","2012-03-01","Curtis, M., Diesing, M. and Stephens, D. 2012. Haig Fras SAC Mapping. Cefas Report C5596. Issue date: 20th March 2012","Classification system details: EUNIS habitats and a separate layer delineating reef. Survey technique details: Kongsberg EM3002D multibeam system; Positioning data collected using a Cnav 3050 dGPS with kinematic positioning. Video and stills collected usi","Geographic Information System","JNCC","x","originator","","none","http://www.opengis.net/def/crs/EPSG/0/4326",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001115&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","50.29749","50.06162","-7.696773","-8.107367","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001115",,"for confidence assessment: dGPS, full coverage multtibeam, MESH ROGs followed"
"GB001117","","Croker carbonate slabs, Mid-Irish Sea","In May 2008 (18-27 May), a survey commissioned by JNCC undertook seabed habitat investigations of two Areas of Search (AoS) for offshore SACs. The objectives of this survey, within the Submarine structures in the mid-Irish Sea AoS and the Solan Bank AoS, were to acquire high quality acoustic data capable of identifying and delineating habitats listed under Annex I of the 1992 EC Habitats Directive; primarily the Annex I habitat Submarine structures made by leaking gases in the former AoS and Annex I Reef habitat in the latter AoS. Surveys consisted of both broad-scale and fine-scale acoustic techniques, utilising sidescan sonar and multibeam swathe bathymetry, along with a variety of ground-truthing techniques including towed and drop down video/stills and Hamon grab sampling. A Rock dredge was also used at a few stations in order to gather samples of epibiota from hard substrata to assist with the taxonomic identification of the video and still images. The range of sampling techniques employed ensured that any Annex I habitats could be adequately described and  characterised. For both AoSs survey planning and interpretation of survey data utilised extensive pre-existing data sets.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001117""}, {""SeabedSurveyTechnique"", ""Multibeam echo sounder""}, {""SeabedSurveyTechnique"", ""Side scan sonar""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""SeabedSurveyTechnique"", ""Drop camera""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Dredges""}, {""OriginalSeabedClassificationSystem"", ""EUNIS""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment required""}, {""SeabedMapStatus"", ""Translated to EUNIS","2008-05-18","2008-05-27","2008-05-01","Whomersley, P., Wilson, C., Clements, A., Brown, C., Long, D., Leslie, A., Limpenny, D. 2010. Understanding the marine environment - seabed habitat investigations of Submarine Structures in the mid-Irish Sea and Solan Bank Area of Search (AoS). JNCC Repor","Classification system details: EUNIS habitats and a separate Annex I layer. Survey technique details: Multibeam: Kongsberg EM3000D (at 300kHz); Sidescan: Benthos SIS 1624; 0.1m2 Hamon grab; rock dredge","Geographic Information System","JNCC","x","originator","Data Provider Agreement not required - FULL ACCESS","none","http://www.opengis.net/def/crs/EPSG/0/4326",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001117&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","53.57077","53.35306","-5.175340","-5.295278","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001117",,"Original: J:\GISprojects\Marine\Natura2000\OffshoreSACs\SitesUnderConsideration\CrokerCarbonateSlabs\Habitat Map Shapefiles\AnnexIHabitat_final2_241110.shp"
"GB100001","","Acoustic survey & mapping of sublittoral reefs at Flamborough Head. Lifeforms","The survey of the marine environment around Flamborough Head was undertaken as part of the BioMar Project which is funded by the European Community through the LIFE Programme. Conflicting data were available to determine the offshore extent of these chalk reefs: estimates varied between 1 and 15 km offshore. To implement effective management of the marine benthic resource, English Nature required data on the geographic extent of the biotopes around Flamborough Head and requested the BioMar project at the University of Newcastle to conduct a biotope mapping survey. This was done using acoustic techniques validated by biological sampling, with the data stored and analysed using geographic information systems (GIS). ","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB100001""}, {""reference-manager-code"", ""R2206""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","1994-08-08","1994-08-12","1994-12-31","intertidal sediment flats of Loch Paible (Balranald Bog and Loch nam Feithean SSSI).","Classification system details: 11 categories, 4 of which are just substrate whilst the other 7 mention the presence of faunal/algal turf/crust or kelp forest.. Survey technique details: 0.25km track spacing. Ground truthed by towed video recorder and grab","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner","http://www.opengis.net/def/crs/EPSG/0/4326",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB100001&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.18685","54.05271","-0.004759","-0.190012","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB100001","R2206","EnvPriority 3. Dataset sent in first delivery had non-simple topo and failed to dissolve. Delivery in Feb 06 corrected this problem."
"GB100002","","Southern Falmouth Bay benthic biotope map","The survey of the marine environment of Falmouth Bay and the lower Fal Ruan Estuary was undertaken as part of the BioMar Project which is funded by the European Community through the LIFE Programme. In July 1994 a baseline survey was done to map the distribution of dead and living maerl. The survey was done using a RoxAnn acoustic system supported by direct observation of the seabed using a drop-down video camera and sediment samples collected by grab. Maps of bathymetry and predicted distribution of biotopes were prepared using GIS. ","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB100002""}, {""reference-manager-code"", ""R0310""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Single beam echo sounder""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""SeabedSurveyTechnique"", ""Drop camera""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedM","1994-07-04","1994-07-08","1994-12-31","Scottish Natural Heritage Commissioned Report No. 101 (ROAME No. F02AA409a).","Classification system details: 12 categories, 5 are substrate only, the remainder record the presence of kelp, maerl or faunal turf. A 13th category exists for areas remaining unidentified.. Survey technique details: Track spacing of whole area: 1km. Area","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner","http://www.opengis.net/def/crs/EPSG/0/32630",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB100002&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","50.11122","49.97490","-5.016477","-5.128390","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB100002","R0310","EnvPriority 3. Where areas were mapped by more than one method, the source that provided the largest area was used as this provides an indications of the possible extent of the beds."
"GB100003","","Northern Falmouth Bay benthic biotope map","The survey of the marine environment of Falmouth Bay and the lower Fal Ruan Estuary was undertaken as part of the BioMar Project which is funded by the European Community through the LIFE Programme. In July 1994 a baseline survey was done to map the distribution of dead and living maerl. The survey was done using a RoxAnn acoustic system supported by direct observation of the seabed using a drop-down video camera and sediment samples collected by grab. Maps of bathymetry and predicted distribution of biotopes were prepared using GIS. ","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB100003""}, {""reference-manager-code"", ""R0310""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Single beam echo sounder""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""SeabedSurveyTechnique"", ""Drop camera""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedM","1994-07-04","1994-07-08","1994-12-31","Davies, J., Sotheran, I., 1995. Mapping the distribution of benthic biotopes in Falmouth Bay and the lower Fal Ruan Estuary. English Nature Research Report No. 119. ISSN 0967-876X,     ","Classification system details: 12 categories, 5 are substrate only, the remainder record the presence of kelp, maerl or faunal turf. A 13th category exists for areas remaining unidentified.. Survey technique details: Track spacing of whole area: 1km. Area","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner","http://www.opengis.net/def/crs/EPSG/0/32630",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB100003&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","50.15051","50.08218","-4.944066","-5.105205","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB100003","R0310","EnvPriority 3"
"GB100004","","Lower Fal Ruan estuary benthic biotope map","The survey of the marine environment of Falmouth Bay and the lower Fal Ruan Estuary was undertaken as part of the BioMar Project which is funded by the European Community through the LIFE Programme. In July 1994 a baseline survey was done to map the distribution of dead and living maerl. The survey was done using a RoxAnn acoustic system supported by direct observation of the seabed using a drop-down video camera and sediment samples collected by grab. Maps of bathymetry and predicted distribution of biotopes were prepared using GIS. ","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB100004""}, {""reference-manager-code"", ""R0310""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Single beam echo sounder""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""SeabedSurveyTechnique"", ""Drop camera""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""OriginalSeabedClassificationSystem"", ""Lifeforms""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedM","1994-07-04","1994-07-08","1994-12-31","Davies, J., Sotheran, I., 1995. Mapping the distribution of benthic biotopes in Falmouth Bay and the lower Fal Ruan Estuary. English Nature Research Report No. 119. ISSN 0967-876X,     ","Classification system details: 12 categories, 5 are just substrate, the remainder record the presence of kelp, maerl or faunal turf. A 13th category exists for areas remaining unidentified.. Survey technique details: Track spacing of whole area: 1km. Area","Geographic Information System","Natural England","x","originator","Data Provider Agreement signed FULL ACCESS","Data available for non-commercial use; contact the data owner","http://www.opengis.net/def/crs/EPSG/0/32630",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB100004&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","50.19065","50.12820","-5.005665","-5.061935","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB100004","R0310","EnvPriority 3"
